"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
MT-027,"Fergus County",38.8,116,7.0,31.8
MT-029,"Flathead County",33.8,117,5.7,28.1
MT-031,"Gallatin County",34.8,121,7.0,27.8
MT-033,"Garfield County",38.3,119,7.8,30.5
MT-035,"Glacier County",34.8,115,6.9,27.9
MT-037,"Golden Valley County",38.9,117,6.4,32.5
MT-039,"Granite County",33.3,118,5.9,27.4
MT-041,"Hill County",34.8,113,7.2,27.6
MT-043,"Jefferson County",35.8,119,6.5,29.3
MT-045,"Judith Basin County",37.9,117,7.3,30.6
MT-047,"Lake County",36.0,118,5.0,31
MT-049,"Lewis and Clark County",36.0,117,6.6,29.4
MT-051,"Liberty County",35.6,117,7.7,27.9
MT-053,"Lincoln County",34.0,117,4.9,29.1
MT-055,"McCone County",36.4,117,7.6,28.8
MT-057,"Madison County",34.4,121,6.5,27.9
MT-059,"Meagher County",35.0,118,6.7,28.3
MT-061,"Mineral County",34.4,118,4.4,30
MT-063,"Missoula County",34.0,114,4.7,29.3
MT-065,"Musselshell County",40.3,120,7.3,33
MT-067,"Park County",34.1,122,6.8,27.3
MT-069,"Petroleum County",39.7,117,6.9,32.8
MT-071,"Phillips County",36.1,112,6.9,29.2
MT-073,"Pondera County",36.7,117,7.5,29.2
MT-075,"Powder River County",39.1,122,7.3,31.8
MT-077,"Powell County",33.5,115,5.8,27.7
MT-079,"Prairie County",37.6,120,7.3,30.3
MT-081,"Ravalli County",33.6,116,5.2,28.4
MT-083,"Richland County",34.7,113,6.6,28.1
MT-085,"Roosevelt County",33.8,114,7.0,26.8
MT-087,"Rosebud County",39.1,122,7.5,31.6
MT-089,"Sanders County",35.1,116,4.4,30.7
MT-091,"Sheridan County",32.0,112,6.7,25.3
MT-093,"Silver Bow County",34.6,120,6.8,27.8
MT-095,"Stillwater County",39.1,121,7.2,31.9
MT-097,"Sweet Grass County",38.8,122,7.5,31.3
MT-099,"Teton County",37.3,117,7.4,29.9
MT-101,"Toole County",36.6,119,8.2,28.4
MT-103,"Treasure County",40.0,123,7.9,32.1
MT-105,"Valley County",34.4,115,7.1,27.3
MT-107,"Wheatland County",37.9,118,6.4,31.5
MT-109,"Wibaux County",36.0,113,6.5,29.5
MT-111,"Yellowstone County",41.2,121,7.9,33.3
NE-001,"Adams County",43.5,120,6.0,37.5
NE-003,"Antelope County",41.0,118,5.8,35.2
NE-005,"Arthur County",41.9,125,7.3,34.6
NE-007,"Banner County",42.4,125,7.7,34.7
NE-009,"Blaine County",42.3,122,6.8,35.5
NE-011,"Boone County",41.7,121,6.3,35.4
NE-013,"Box Butte County",42.0,125,8.2,33.8
NE-015,"Boyd County",41.2,116,6.2,35
NE-017,"Brown County",42.5,121,7.7,34.8
NE-019,"Buffalo County",42.8,120,6.1,36.7
NE-021,"Burt County",41.9,118,5.8,36.1
NE-023,"Butler County",43.7,122,6.5,37.2
NE-025,"Cass County",43.9,117,5.4,38.5
NE-027,"Cedar County",40.8,119,6.1,34.7
NE-029,"Chase County",44.3,124,7.3,37
NE-031,"Cherry County",42.2,123,8.4,33.8
NE-033,"Cheyenne County",42.2,123,6.8,35.4
NE-035,"Clay County",43.8,120,6.1,37.7
NE-037,"Colfax County",42.8,120,6.3,36.5
NE-039,"Cuming County",41.5,117,5.7,35.8
NE-041,"Custer County",42.3,122,6.7,35.6
NE-043,"Dakota County",40.5,117,5.3,35.2
NE-045,"Dawes County",42.8,124,8.6,34.2
NE-047,"Dawson County",43.2,122,6.3,36.9
NE-049,"Deuel County",43.1,124,6.9,36.2
NE-051,"Dixon County",40.4,119,5.4,35
NE-053,"Dodge County",42.5,119,5.9,36.6
NE-055,"Douglas County",43.6,118,5.9,37.7
NE-057,"Dundy County",45.1,126,7.3,37.8
NE-059,"Fillmore County",43.9,120,5.7,38.2
NE-061,"Franklin County",43.9,120,5.4,38.5
NE-063,"Frontier County",44.4,125,7.1,37.3
NE-065,"Furnas County",45.1,124,6.7,38.4
NE-067,"Gage County",44.3,116,5.3,39
NE-069,"Garden County",41.7,124,7.0,34.7
NE-071,"Garfield County",41.0,119,6.2,34.8
NE-073,"Gosper County",44.2,122,6.5,37.7
NE-075,"Grant County",41.1,124,7.4,33.7
NE-077,"Greeley County",41.5,120,5.9,35.6
NE-079,"Hall County",43.5,122,6.4,37.1
NE-081,"Hamilton County",44.0,122,6.6,37.4
NE-083,"Harlan County",44.8,122,6.1,38.7
NE-085,"Hayes County",44.2,123,6.9,37.3
NE-087,"Hitchcock County",44.9,124,6.7,38.2
NE-089,"Holt County",41.0,119,6.2,34.8
NE-091,"Hooker County",41.7,123,7.1,34.6
NE-093,"Howard County",42.7,120,6.1,36.6
NE-095,"Jefferson County",44.3,116,5.5,38.8
NE-097,"Johnson County",44.1,114,4.8,39.3
NE-099,"Kearney County",43.1,120,5.7,37.4
NE-101,"Keith County",43.3,123,7.1,36.2
NE-103,"Keya Paha County",42.4,121,7.9,34.5
NE-105,"Kimball County",41.5,124,7.2,34.3
NE-107,"Knox County",41.2,119,6.2,35
NE-109,"Lancaster County",44.4,121,6.0,38.4
NE-111,"Lincoln County",43.4,123,7.1,36.3
NE-113,"Logan County",42.9,124,7.4,35.5
NE-115,"Loup County",41.4,120,6.5,34.9
NE-117,"McPherson County",42.4,124,7.3,35.1
NE-119,"Madison County",42.1,121,6.6,35.5
NE-121,"Merrick County",43.7,122,6.7,37
NE-123,"Morrill County",42.4,125,7.5,34.9
NE-125,"Nance County",42.9,121,6.5,36.4
NE-127,"Nemaha County",44.2,108,4.2,40
NE-129,"Nuckolls County",44.2,120,5.8,38.4
NE-131,"Otoe County",43.9,114,4.8,39.1
NE-133,"Pawnee County",44.5,114,4.8,39.7
NE-135,"Perkins County",43.5,123,7.1,36.4
NE-137,"Phelps County",43.7,121,6.2,37.5
NE-139,"Pierce County",41.2,120,6.3,34.9
NE-141,"Platte County",42.9,122,6.7,36.2
NE-143,"Polk County",43.9,122,6.7,37.2
NE-145,"Red Willow County",45.0,124,6.9,38.1
NE-147,"Richardson County",44.8,111,4.4,40.4
NE-149,"Rock County",41.5,120,6.9,34.6
NE-151,"Saline County",43.9,118,5.5,38.4
NE-153,"Sarpy County",43.9,117,5.7,38.2
NE-155,"Saunders County",43.8,121,6.3,37.5
NE-157,"Scotts Bluff County",43.1,125,8.0,35.1
NE-159,"Seward County",43.9,121,6.0,37.9
NE-161,"Sheridan County",41.6,124,8.5,33.1
NE-163,"Sherman County",41.9,120,5.9,36
NE-165,"Sioux County",41.1,125,8.0,33.1
NE-167,"Stanton County",42.1,120,6.3,35.8
NE-169,"Thayer County",44.3,117,5.6,38.7
NE-171,"Thomas County",42.4,122,6.9,35.5
NE-173,"Thurston County",40.9,117,5.5,35.4
NE-175,"Valley County",41.3,120,5.9,35.4
NE-177,"Washington County",43.0,118,5.9,37.1
NE-179,"Wayne County",41.3,121,6.1,35.2
NE-181,"Webster County",43.8,118,5.4,38.4
NE-183,"Wheeler County",41.2,119,6.1,35.1
NE-185,"York County",44.0,121,6.2,37.8
NV-001,"Churchill County",44.0,121,4.7,39.3
NV-003,"Clark County",59.7,127,7.7,52
NV-005,"Douglas County",45.2,126,6.1,39.1
NV-007,"Elko County",40.0,122,6.2,33.8
NV-009,"Esmeralda County",47.9,127,7.9,40
NV-011,"Eureka County",41.2,124,6.3,34.9
NV-013,"Humboldt County",42.5,123,5.1,37.4
NV-015,"Lander County",42.8,123,6.1,36.7
NV-017,"Lincoln County",51.1,127,7.9,43.2
NV-019,"Lyon County",44.7,124,4.9,39.8
NV-021,"Mineral County",45.0,126,6.5,38.5
NV-023,"Nye County",46.9,127,7.0,39.9
NV-027,"Pershing County",43.4,120,4.7,38.7
NV-029,"Storey County",45.3,126,5.5,39.8
NV-031,"Washoe County",42.9,122,4.9,38
NV-033,"White Pine County",41.8,127,7.2,34.6
NV-510,"Carson City",45.9,126,6.4,39.5
NH-001,"Belknap County",37.8,94,2.1,35.7
NH-003,"Carroll County",36.8,101,2.7,34.1
NH-005,"Cheshire County",37.4,86,1.7,35.7
NH-007,"Coos County",32.2,87,1.8,30.4
NH-009,"Grafton County",34.4,89,1.7,32.7
NH-011,"Hillsborough County",39.0,97,2.3,36.7
NH-013,"Merrimack County",37.5,88,1.8,35.7
NH-015,"Rockingham County",40.5,101,2.4,38.1
NH-017,"Strafford County",39.2,98,2.2,37
NH-019,"Sullivan County",35.5,82,1.3,34.2
NJ-001,"Atlantic County",45.1,67,0.3,44.8
NJ-003,"Bergen County",44.2,81,1.6,42.6
NJ-005,"Burlington County",44.9,69,0.4,44.5
NJ-007,"Camden County",45.0,70,0.3,44.7
NJ-009,"Cape May County",46.0,68,0.3,45.7
NJ-011,"Cumberland County",44.9,64,0.1,44.8
NJ-013,"Essex County",44.7,86,1.7,43
NJ-015,"Gloucester County",45.2,69,0.4,44.8
NJ-017,"Hudson County",46.4,89,1.8,44.6
NJ-019,"Hunterdon County",42.0,76,1.0,41
NJ-021,"Mercer County",44.3,80,1.0,43.3
NJ-023,"Middlesex County",44.9,80,1.4,43.5
NJ-025,"Monmouth County",45.1,80,1.3,43.8
NJ-027,"Morris County",41.6,75,1.0,40.6
NJ-029,"Ocean County",45.1,73,0.6,44.5
NJ-031,"Passaic County",42.0,77,1.2,40.8
NJ-033,"Salem County",45.0,62,0.1,44.9
NJ-035,"Somerset County",43.5,81,1.3,42.2
NJ-037,"Sussex County",39.7,71,0.5,39.2
NJ-039,"Union County",45.0,83,1.5,43.5
NJ-041,"Warren County",40.0,67,0.5,39.5
NM-001,"Bernalillo County",46.8,125,6.1,40.7
NM-003,"Catron County",45.0,126,6.9,38.1
NM-005,"Chaves County",52.2,123,5.5,46.7
NM-006,"Cibola County",42.2,121,4.4,37.8
NM-007,"Colfax County",43.2,126,6.7,36.5
NM-009,"Curry County",49.9,119,5.6,44.3
NM-011,"De Baca County",52.6,126,7.4,45.2
NM-013,"Dona Ana County",54.1,125,5.3,48.8
NM-015,"Eddy County",53.4,113,3.9,49.5
NM-017,"Grant County",51.1,126,6.2,44.9
NM-019,"Guadalupe County",49.8,126,6.6,43.2
NM-021,"Harding County",48.3,126,6.3,42
NM-023,"Hidalgo County",53.8,124,5.5,48.3
NM-025,"Lea County",52.0,112,3.6,48.4
NM-027,"Lincoln County",48.7,125,5.6,43.1
NM-028,"Los Alamos County",43.4,126,7.6,35.8
NM-029,"Luna County",54.3,124,5.6,48.7
NM-031,"McKinley County",42.2,123,4.7,37.5
NM-033,"Mora County",45.2,127,8.3,36.9
NM-035,"Otero County",50.9,122,4.8,46.1
NM-037,"Quay County",50.8,123,5.9,44.9
NM-039,"Rio Arriba County",41.9,126,7.6,34.3
NM-041,"Roosevelt County",50.3,120,5.0,45.3
NM-043,"Sandoval County",44.3,126,6.1,38.2
NM-045,"San Juan County",44.1,125,5.3,38.8
NM-047,"San Miguel County",48.5,126,7.2,41.3
NM-049,"Santa Fe County",45.0,126,7.2,37.8
NM-051,"Sierra County",51.9,126,6.1,45.8
NM-053,"Socorro County",48.2,126,6.3,41.9
NM-055,"Taos County",40.6,127,8.5,32.1
NM-057,"Torrance County",44.7,124,5.7,39
NM-059,"Union County",46.4,124,6.1,40.3
NM-061,"Valencia County",47.2,121,5.0,42.2
NY-001,"Albany County",38.9,76,1.0,37.9
NY-003,"Allegany County",37.2,71,0.7,36.5
NY-005,"Bronx County",46.5,87,1.9,44.6
NY-007,"Broome County",36.9,54,-0.4,37.3
NY-009,"Cattaraugus County",37.3,71,0.7,36.6
NY-011,"Cayuga County",39.1,78,0.9,38.2
NY-013,"Chautauqua County",38.7,72,0.7,38
NY-015,"Chemung County",37.9,67,0.4,37.5
NY-017,"Chenango County",36.2,65,0.0,36.2
NY-019,"Clinton County",34.8,81,1.5,33.3
NY-021,"Columbia County",39.6,75,1.0,38.6
NY-023,"Cortland County",36.5,69,0.5,36
NY-025,"Delaware County",36.0,67,0.3,35.7
NY-027,"Dutchess County",39.5,69,0.3,39.2
NY-029,"Erie County",40.0,84,1.5,38.5
NY-031,"Essex County",32.9,74,0.8,32.1
NY-033,"Franklin County",33.4,83,1.5,31.9
NY-035,"Fulton County",36.4,79,1.2,35.2
NY-037,"Genesee County",39.5,87,1.5,38
NY-039,"Greene County",38.0,81,1.1,36.9
NY-041,"Hamilton County",32.7,82,1.3,31.4
NY-043,"Herkimer County",34.6,80,1.2,33.4
NY-045,"Jefferson County",37.7,88,1.9,35.8
NY-047,"Kings County",46.9,84,1.6,45.3
NY-049,"Lewis County",34.8,85,1.6,33.2
NY-051,"Livingston County",39.4,82,1.2,38.2
NY-053,"Madison County",37.0,74,0.9,36.1
NY-055,"Monroe County",40.8,88,1.8,39
NY-057,"Montgomery County",38.3,79,1.0,37.3
NY-059,"Nassau County",45.8,82,1.4,44.4
NY-061,"New York County",46.7,87,1.8,44.9
NY-063,"Niagara County",40.2,76,0.9,39.3
NY-065,"Oneida County",37.0,79,1.2,35.8
NY-067,"Onondaga County",38.9,82,1.2,37.7
NY-069,"Ontario County",39.5,81,1.2,38.3
NY-071,"Orange County",39.8,67,0.3,39.5
NY-073,"Orleans County",40.5,89,1.7,38.8
NY-075,"Oswego County",38.5,81,1.3,37.2
NY-077,"Otsego County",36.2,71,0.3,35.9
NY-079,"Putnam County",40.1,62,0.2,39.9
NY-081,"Queens County",46.5,84,1.5,45
NY-083,"Rensselaer County",38.0,72,0.7,37.3
NY-085,"Richmond County",46.4,81,1.5,44.9
NY-087,"Rockland County",42.4,77,1.1,41.3
NY-089,"St. Lawrence County",35.2,85,1.5,33.7
NY-091,"Saratoga County",37.4,80,1.2,36.2
NY-093,"Schenectady County",38.4,77,1.0,37.4
NY-095,"Schoharie County",37.2,77,0.9,36.3
NY-097,"Schuyler County",37.9,76,0.7,37.2
NY-099,"Seneca County",39.8,78,0.9,38.9
NY-101,"Steuben County",37.6,73,0.8,36.8
NY-103,"Suffolk County",44.0,70,0.4,43.6
NY-105,"Sullivan County",37.4,66,0.3,37.1
NY-107,"Tioga County",37.6,67,0.2,37.4
NY-109,"Tompkins County",37.8,69,0.5,37.3
NY-111,"Ulster County",38.2,67,0.3,37.9
NY-113,"Warren County",35.0,80,1.2,33.8
NY-115,"Washington County",36.7,68,0.6,36.1
NY-117,"Wayne County",40.2,84,1.2,39
NY-119,"Westchester County",42.7,76,1.0,41.7
NY-121,"Wyoming County",38.3,86,1.6,36.7
NY-123,"Yates County",39.1,79,1.1,38
NC-001,"Alamance County",46.6,31,-1.8,48.4
NC-003,"Alexander County",47.1,51,-0.6,47.7
NC-005,"Alleghany County",41.7,54,-0.3,42
NC-007,"Anson County",50.0,49,-1.1,51.1
NC-009,"Ashe County",39.9,46,-1.1,41
NC-011,"Avery County",39.1,40,-1.6,40.7
NC-013,"Beaufort County",51.3,44,-1.1,52.4
NC-015,"Bertie County",50.2,59,-0.2,50.4
NC-017,"Bladen County",50.9,41,-1.6,52.5
NC-019,"Brunswick County",52.7,43,-1.4,54.1
NC-021,"Buncombe County",43.0,48,-1.1,44.1
NC-023,"Burke County",46.0,43,-1.3,47.3
NC-025,"Cabarrus County",46.8,21,-2.7,49.5
NC-027,"Caldwell County",45.7,47,-1.1,46.8
NC-029,"Camden County",50.8,60,0.0,50.8
NC-031,"Carteret County",53.1,35,-1.5,54.6
NC-033,"Caswell County",46.4,40,-1.6,48
NC-035,"Catawba County",47.2,44,-1.2,48.4
NC-037,"Chatham County",47.4,31,-2.1,49.5
NC-039,"Cherokee County",44.7,39,-1.6,46.3
NC-041,"Chowan County",51.1,67,0.1,51
NC-043,"Clay County",43.8,42,-1.3,45.1
NC-045,"Cleveland County",47.1,40,-1.6,48.7
NC-047,"Columbus County",51.5,40,-1.7,53.2
NC-049,"Craven County",51.3,36,-1.5,52.8
NC-051,"Cumberland County",50.4,46,-1.3,51.7
NC-053,"Currituck County",51.4,60,-0.1,51.5
NC-055,"Dare County",53.0,47,-0.7,53.7
NC-057,"Davidson County",46.5,36,-1.7,48.2
NC-059,"Davie County",46.1,40,-1.4,47.5
NC-061,"Duplin County",50.3,35,-1.9,52.2
NC-063,"Durham County",46.9,34,-1.7,48.6
NC-065,"Edgecombe County",49.8,55,-0.4,50.2
NC-067,"Forsyth County",45.9,40,-1.4,47.3
NC-069,"Franklin County",47.6,43,-1.0,48.6
NC-071,"Gaston County",48.0,46,-1.1,49.1
NC-073,"Gates County",49.8,57,-0.2,50
NC-075,"Graham County",42.9,40,-1.6,44.5
NC-077,"Granville County",46.6,40,-1.4,48
NC-079,"Greene County",49.8,39,-1.6,51.4
NC-081,"Guilford County",46.6,42,-1.3,47.9
NC-083,"Halifax County",48.9,56,-0.3,49.2
NC-085,"Harnett County",49.4,43,-1.4,50.8
NC-087,"Haywood County",40.0,41,-1.4,41.4
NC-089,"Henderson County",44.5,48,-1.1,45.6
NC-091,"Hertford County",49.7,60,-0.2,49.9
NC-093,"Hoke County",49.9,45,-1.4,51.3
NC-095,"Hyde County",52.7,44,-1.0,53.7
NC-097,"Iredell County",46.6,41,-1.3,47.9
NC-099,"Jackson County",41.5,40,-1.4,42.9
NC-101,"Johnston County",49.2,37,-1.5,50.7
NC-103,"Jones County",50.8,34,-1.6,52.4
NC-105,"Lee County",48.2,31,-2.0,50.2
NC-107,"Lenoir County",49.8,30,-2.0,51.8
NC-109,"Lincoln County",47.4,45,-1.2,48.6
NC-111,"McDowell County",45.1,43,-1.3,46.4
NC-113,"Macon County",42.8,44,-1.3,44.1
NC-115,"Madison County",44.0,55,-0.5,44.5
NC-117,"Martin County",50.4,55,-0.4,50.8
NC-119,"Mecklenburg County",48.2,42,-1.5,49.7
NC-121,"Mitchell County",40.8,50,-1.1,41.9
NC-123,"Montgomery County",48.2,31,-2.1,50.3
NC-125,"Moore County",48.6,35,-1.9,50.5
NC-127,"Nash County",48.6,49,-0.7,49.3
NC-129,"New Hanover County",53.4,52,-0.8,54.2
NC-131,"Northampton County",49.0,58,-0.2,49.2
NC-133,"Onslow County",51.8,38,-1.4,53.2
NC-135,"Orange County",46.4,31,-2.0,48.4
NC-137,"Pamlico County",52.2,33,-1.6,53.8
NC-139,"Pasquotank County",51.0,62,0.1,50.9
NC-141,"Pender County",51.9,44,-1.2,53.1
NC-143,"Perquimans County",51.0,66,0.1,50.9
NC-145,"Person County",46.0,36,-1.6,47.6
NC-147,"Pitt County",50.3,43,-1.1,51.4
NC-149,"Polk County",48.0,51,-0.7,48.7
NC-151,"Randolph County",47.2,36,-1.9,49.1
NC-153,"Richmond County",50.0,47,-1.2,51.2
NC-155,"Robeson County",50.8,43,-1.5,52.3
NC-157,"Rockingham County",46.5,44,-1.2,47.7
NC-159,"Rowan County",46.2,31,-2.3,48.5
NC-161,"Rutherford County",47.1,41,-1.4,48.5
NC-163,"Sampson County",50.2,41,-1.6,51.8
NC-165,"Scotland County",50.4,48,-1.2,51.6
NC-167,"Stanly County",47.7,23,-2.5,50.2
NC-169,"Stokes County",45.4,39,-1.4,46.8
NC-171,"Surry County",45.2,48,-0.6,45.8
NC-173,"Swain County",41.1,39,-1.6,42.7
NC-175,"Transylvania County",43.0,44,-1.3,44.3
NC-177,"Tyrrell County",52.3,56,-0.2,52.5
NC-179,"Union County",49.3,45,-1.2,50.5
NC-181,"Vance County",47.2,47,-0.8,48
NC-183,"Wake County",48.2,39,-1.5,49.7
NC-185,"Warren County",47.8,53,-0.5,48.3
NC-187,"Washington County",51.7,65,0.2,51.5
NC-189,"Watauga County",39.8,39,-1.6,41.4
NC-191,"Wayne County",49.7,39,-1.6,51.3
NC-193,"Wilkes County",46.0,56,-0.2,46.2
NC-195,"Wilson County",49.4,45,-1.1,50.5
NC-197,"Yadkin County",45.9,43,-1.0,46.9
NC-199,"Yancey County",41.2,54,-0.5,41.7
ND-001,"Adams County",35.8,118,7.4,28.4
ND-003,"Barnes County",32.6,109,6.2,26.4
ND-005,"Benson County",30.4,107,6.1,24.3
ND-007,"Billings County",35.8,117,7.2,28.6
ND-009,"Bottineau County",30.3,108,5.9,24.4
ND-011,"Bowman County",36.3,116,7.0,29.3
ND-013,"Burke County",30.5,107,6.0,24.5
ND-015,"Burleigh County",34.0,114,7.2,26.8
ND-017,"Cass County",32.3,103,5.1,27.2
ND-019,"Cavalier County",27.6,105,5.0,22.6
ND-021,"Dickey County",34.0,112,6.1,27.9
ND-023,"Divide County",31.3,110,6.5,24.8
ND-025,"Dunn County",35.0,114,7.1,27.9
ND-027,"Eddy County",31.8,111,6.8,25
ND-029,"Emmons County",34.7,112,6.7,28
ND-031,"Foster County",32.4,112,6.9,25.5
ND-033,"Golden Valley County",35.8,113,6.7,29.1
ND-035,"Grand Forks County",30.2,104,4.7,25.5
ND-037,"Grant County",34.5,110,6.3,28.2
ND-039,"Griggs County",30.9,109,5.9,25
ND-041,"Hettinger County",35.3,116,7.2,28.1
ND-043,"Kidder County",33.5,113,7.4,26.1
ND-045,"LaMoure County",34.0,112,6.6,27.4
ND-047,"Logan County",34.2,116,7.5,26.7
ND-049,"McHenry County",31.8,108,6.2,25.6
ND-051,"McIntosh County",34.1,115,6.9,27.2
ND-053,"McKenzie County",34.6,112,7.0,27.6
ND-055,"McLean County",33.4,110,6.6,26.8
ND-057,"Mercer County",34.4,110,6.5,27.9
ND-059,"Morton County",34.4,111,6.6,27.8
ND-061,"Mountrail County",32.5,112,6.8,25.7
ND-063,"Nelson County",29.6,105,5.4,24.2
ND-065,"Oliver County",34.2,110,6.5,27.7
ND-067,"Pembina County",29.1,102,5.0,24.1
ND-069,"Pierce County",30.1,106,6.0,24.1
ND-071,"Ramsey County",29.4,106,5.4,24
ND-073,"Ransom County",33.8,110,6.0,27.8
ND-075,"Renville County",31.7,110,6.4,25.3
ND-077,"Richland County",33.9,106,5.6,28.3
ND-079,"Rolette County",27.9,106,5.3,22.6
ND-081,"Sargent County",33.8,106,5.6,28.2
ND-083,"Sheridan County",32.6,109,6.9,25.7
ND-085,"Sioux County",35.1,111,6.3,28.8
ND-087,"Slope County",36.3,116,7.0,29.3
ND-089,"Stark County",35.6,117,7.3,28.3
ND-091,"Steele County",30.3,103,4.8,25.5
ND-093,"Stutsman County",33.4,111,6.9,26.5
ND-095,"Towner County",27.9,106,5.2,22.7
ND-097,"Traill County",31.0,100,4.5,26.5
ND-099,"Walsh County",29.3,101,4.7,24.6
ND-101,"Ward County",32.5,110,6.5,26
ND-103,"Wells County",32.1,109,6.9,25.2
ND-105,"Williams County",32.9,112,6.8,26.1
OH-001,"Adams County",41.8,48,-1.0,42.8
OH-003,"Allen County",39.5,45,-0.8,40.3
OH-005,"Ashland County",39.2,55,-0.2,39.4
OH-007,"Ashtabula County",40.3,79,1.0,39.3
OH-009,"Athens County",41.8,55,-0.3,42.1
OH-011,"Auglaize County",39.2,44,-1.1,40.3
OH-013,"Belmont County",41.2,62,0.1,41.1
OH-015,"Brown County",41.4,47,-1.0,42.4
OH-017,"Butler County",41.2,47,-0.9,42.1
OH-019,"Carroll County",39.9,60,0.0,39.9
OH-021,"Champaign County",39.5,49,-0.9,40.4
OH-023,"Clark County",40.4,51,-0.5,40.9
OH-025,"Clermont County",41.9,45,-0.9,42.8
OH-027,"Clinton County",40.9,52,-0.4,41.3
OH-029,"Columbiana County",39.4,54,-0.3,39.7
OH-031,"Coshocton County",40.1,50,-0.3,40.4
OH-033,"Crawford County",39.7,62,0.2,39.5
OH-035,"Cuyahoga County",41.2,68,0.6,40.6
OH-037,"Darke County",39.4,43,-1.0,40.4
OH-039,"Defiance County",39.7,63,0.1,39.6
OH-041,"Delaware County",40.3,56,-0.6,40.9
OH-043,"Erie County",39.8,38,-1.4,41.2
OH-045,"Fairfield County",41.2,55,-0.2,41.4
OH-047,"Fayette County",40.8,53,-0.4,41.2
OH-049,"Franklin County",41.1,50,-0.6,41.7
OH-051,"Fulton County",39.8,72,0.8,39
OH-053,"Gallia County",42.2,42,-1.3,43.5
OH-055,"Geauga County",39.9,78,1.2,38.7
OH-057,"Greene County",41.2,59,-0.2,41.4
OH-059,"Guernsey County",40.9,58,-0.1,41
OH-061,"Hamilton County",42.1,45,-1.0,43.1
OH-063,"Hancock County",41.0,76,0.9,40.1
OH-065,"Hardin County",40.6,69,0.5,40.1
OH-067,"Harrison County",40.4,57,0.0,40.4
OH-069,"Henry County",40.5,70,0.7,39.8
OH-071,"Highland County",40.7,48,-1.0,41.7
OH-073,"Hocking County",41.2,53,-0.4,41.6
OH-075,"Holmes County",39.7,55,-0.1,39.8
OH-077,"Huron County",39.2,45,-1.0,40.2
OH-079,"Jackson County",41.7,45,-0.9,42.6
OH-081,"Jefferson County",40.4,50,-0.6,41
OH-083,"Knox County",39.0,46,-0.7,39.7
OH-085,"Lake County",41.3,77,1.0,40.3
OH-087,"Lawrence County",42.9,47,-0.8,43.7
OH-089,"Licking County",40.1,51,-0.4,40.5
OH-091,"Logan County",39.4,48,-0.5,39.9
OH-093,"Lorain County",39.7,43,-1.2,40.9
OH-095,"Lucas County",41.4,83,1.3,40.1
OH-097,"Madison County",40.4,49,-0.6,41
OH-099,"Mahoning County",39.5,67,0.4,39.1
OH-101,"Marion County",40.5,67,0.3,40.2
OH-103,"Medina County",40.1,57,0.0,40.1
OH-105,"Meigs County",42.2,47,-0.7,42.9
OH-107,"Mercer County",39.5,49,-0.6,40.1
OH-109,"Miami County",40.5,53,-0.5,41
OH-111,"Monroe County",41.3,57,-0.2,41.5
OH-113,"Montgomery County",41.3,55,-0.3,41.6
OH-115,"Morgan County",41.3,50,-0.4,41.7
OH-117,"Morrow County",39.1,55,-0.5,39.6
OH-119,"Muskingum County",40.9,54,-0.2,41.1
OH-121,"Noble County",41.1,53,-0.3,41.4
OH-123,"Ottawa County",40.9,59,0.1,40.8
OH-125,"Paulding County",39.5,52,-0.5,40
OH-127,"Perry County",40.8,54,-0.2,41
OH-129,"Pickaway County",41.7,51,-0.5,42.2
OH-131,"Pike County",41.8,49,-0.8,42.6
OH-133,"Portage County",40.4,83,1.4,39
OH-135,"Preble County",39.8,44,-1.0,40.8
OH-137,"Putnam County",40.0,57,-0.2,40.2
OH-139,"Richland County",38.9,58,-0.1,39
OH-141,"Ross County",41.7,51,-0.6,42.3
OH-143,"Sandusky County",40.5,57,-0.1,40.6
OH-145,"Scioto County",42.3,49,-0.7,43
OH-147,"Seneca County",40.3,62,0.2,40.1
OH-149,"Shelby County",39.3,43,-1.0,40.3
OH-151,"Stark County",40.6,74,1.0,39.6
OH-153,"Summit County",41.3,80,1.4,39.9
OH-155,"Trumbull County",39.8,77,0.8,39
OH-157,"Tuscarawas County",40.3,59,0.1,40.2
OH-159,"Union County",40.3,56,-0.3,40.6
OH-161,"Van Wert County",39.3,47,-0.8,40.1
OH-163,"Vinton County",41.4,49,-0.6,42
OH-165,"Warren County",41.6,54,-0.5,42.1
OH-167,"Washington County",42.2,57,-0.2,42.4
OH-169,"Wayne County",39.9,60,0.1,39.8
OH-171,"Williams County",39.1,66,0.4,38.7
OH-173,"Wood County",41.2,78,1.0,40.2
OH-175,"Wyandot County",41.0,75,0.8,40.2
OK-001,"Adair County",48.9,72,1.0,47.9
OK-003,"Alfalfa County",50.4,115,4.5,45.9
OK-005,"Atoka County",52.2,68,0.7,51.5
OK-007,"Beaver County",49.3,119,4.8,44.5
OK-009,"Beckham County",51.9,112,4.3,47.6
OK-011,"Blaine County",51.2,111,4.0,47.2
OK-013,"Bryan County",53.8,77,1.6,52.2
OK-015,"Caddo County",52.1,110,3.7,48.4
OK-017,"Canadian County",51.2,102,3.2,48
OK-019,"Carter County",52.8,72,1.2,51.6
OK-021,"Cherokee County",50.7,86,2.0,48.7
OK-023,"Choctaw County",52.4,67,0.6,51.8
OK-025,"Cimarron County",47.8,120,5.2,42.6
